Age,Workclass,Years of Education,Occupation,Race,Sex,Hour/Week,Country,Classification
21, Government,10, Other-service, Black, Male,20, USA, No
75, Government,9, Adm-clerical, White, Female,20, USA, No
55, Government,14, Business, Other, Male,60, USA, Yes
43, Self,9, Other-service, White, Female,16, USA, No
31, Private,9, Craft-repair, White, Male,45, USA, No
41, Private,10, Craft-repair, White, Male,45, USA, No
26, Government,14, Prof-specialty, White, Male,50, USA, No
23, Private,11, Craft-repair, Black, Female,40, USA, No
42, Government,9, Adm-clerical, Black, Female,40, USA, No
29, Private,9, Adm-clerical, White, Female,40, USA, No
21, Private,9, Adm-clerical, White, Male,50, USA, No
28, Private,13, Business, White, Male,40, USA, No
64, ?,9, ?, White, Male,40, USA, No
35, Government,10, Other-service, Black, Female,40, USA, No
65, Private,13, Transport-moving, White, Male,20, USA, No
34, Private,13, Prof-specialty, White, Male,50, Other, No
58, Private,13, Business, White, Male,50, USA, No
63, ?,15, ?, White, Male,30, USA, Yes
50, Private,13, Business, White, Male,60, ?, Yes
59, Private,9, Other-service, White, Female,40, USA, No
46, Private,13, Business, White, Male,40, USA, Yes
30, Private,11, Prof-specialty, White, Male,40, USA, Yes
28, Private,13, Handlers-cleaners, White, Male,40, USA, No
51, ?,3, ?, Black, Male,8, USA, No
47, Private,14, Business, White, Male,60, USA, Yes
30, Private,13, Business, White, Male,40, USA, Yes
34, Private,9, Craft-repair, White, Male,40, USA, No
51, Government,10, Prof-specialty, White, Female,40, USA, No
41, Private,9, Business, White, Male,40, USA, No
57, Private,10, Prof-specialty, White, Male,40, USA, Yes
28, Self,11, Farming-fishing, White, Male,60, USA, No
62, Government,9, Other-service, White, Female,18, USA, No
22, Government,10, Tech-support, White, Male,20, USA, No
38, Private,13, Prof-specialty, White, Male,40, USA, Yes
34, ?,7, ?, White, Male,30, USA, No
45, Government,9, Transport-moving, White, Male,40, USA, Yes
37, Private,12, Craft-repair, White, Male,55, USA, No
21, Private,9, Machine-op-inspct, White, Male,40, USA, No
49, Private,9, Craft-repair, Black, Male,40, USA, No
24, Private,9, Other-service, Black, Male,40, USA, No
47, Private,13, Business, White, Male,40, USA, Yes
20, Government,10, Tech-support, White, Female,24, USA, No
27, Private,15, Prof-specialty, White, Female,50, USA, Yes
40, Private,9, Other-service, White, Female,40, USA, No
19, ?,10, ?, White, Female,30, USA, No
31, Government,13, Prof-specialty, White, Female,40, USA, No
43, Private,9, Machine-op-inspct, White, Male,52, USA, Yes
48, Private,13, Business, White, Male,50, USA, Yes
64, Self,9, Farming-fishing, White, Male,45, USA, Yes
39, Private,9, Craft-repair, White, Male,40, USA, No
50, Private,9, Craft-repair, White, Male,40, USA, No
52, Private,11, Other-service, White, Female,40, USA, No
44, Private,14, Prof-specialty, White, Female,45, USA, No
50, ?,9, ?, White, Male,55, USA, Yes
54, Private,9, Transport-moving, White, Male,65, USA, Yes
17, Self,6, Farming-fishing, White, Male,35, USA, No
33, Government,9, Adm-clerical, Black, Male,40, USA, No
28, Private,6, Machine-op-inspct, White, Female,40, USA, No
39, Self,13, Business, White, Male,60, USA, No
33, Private,11, Craft-repair, White, Male,40, USA, No
59, Private,4, Other-service, White, Male,32, USA, No
74, Private,2, Priv-house-serv, Black, Female,15, USA, No
54, Private,10, Protective-serv, White, Male,40, USA, Yes
31, Private,12, Machine-op-inspct, White, Male,55, USA, No
31, Private,10, Business, White, Female,40, USA, No
20, Private,10, Business, Other, Female,20, USA, No
54, Government,14, Prof-specialty, White, Male,40, USA, Yes
42, Private,11, Adm-clerical, White, Male,40, USA, No
57, Self,15, Prof-specialty, White, Male,36, USA, No
49, Private,9, Craft-repair, Other, Female,40, Other, No
40, Private,16, Business, Other, Male,40, Other, Yes
19, ?,9, ?, White, Male,30, USA, No
38, Private,9, Adm-clerical, White, Male,40, USA, No
39, Private,9, Machine-op-inspct, White, Male,42, USA, Yes
43, Private,12, Business, White, Male,50, USA, Yes
32, ?,10, ?, White, Male,40, USA, No
57, Private,13, Business, White, Female,40, USA, No
38, Private,15, Prof-specialty, White, Male,99, USA, Yes
25, Private,13, Other-service, White, Female,38, USA, No
40, Private,13, Prof-specialty, White, Female,45, USA, No
34, Private,13, Business, White, Male,48, USA, Yes
35, Self,9, Farming-fishing, White, Male,50, USA, No
53, Private,10, Adm-clerical, White, Female,34, USA, No
21, Private,10, Machine-op-inspct, White, Male,40, USA, No
43, Private,13, Craft-repair, White, Male,40, USA, No
43, Self,9, Craft-repair, White, Male,60, USA, No
22, Private,11, Prof-specialty, Black, Female,35, USA, No
64, Self,9, Business, White, Male,35, USA, No
19, ?,8, ?, White, Male,28, USA, No
40, Private,14, Prof-specialty, White, Female,40, USA, No
34, Private,9, Handlers-cleaners, White, Male,70, USA, No
46, Private,9, Adm-clerical, White, Female,40, USA, No
35, Private,9, Machine-op-inspct, White, Male,40, Other, No
32, Private,10, Transport-moving, White, Male,60, USA, No
26, Private,10, Craft-repair, White, Male,40, USA, No
25, Private,9, Craft-repair, White, Male,40, USA, No
55, Private,13, Tech-support, White, Male,55, USA, Yes
22, Private,10, Business, White, Female,40, USA, No
29, Government,10, Adm-clerical, White, Male,20, USA, No
38, Self,9, Business, White, Male,99, USA, No
55, Private,10, Other-service, White, Female,35, USA, No
26, Private,9, Business, White, Male,40, USA, No
34, Self,13, Prof-specialty, Other, Male,60, USA, No
25, Government,9, Adm-clerical, White, Female,40, USA, No
39, Private,9, Prof-specialty, White, Female,40, USA, No
18, ?,7, ?, White, Male,25, USA, No
58, Government,5, Farming-fishing, White, Male,40, USA, No
34, Government,11, Craft-repair, White, Female,40, USA, No
29, Self,10, Business, Other, Male,45, Other, No
49, Government,16, Prof-specialty, White, Male,50, USA, Yes
38, Private,13, Adm-clerical, White, Female,35, USA, No
21, Private,10, Other-service, White, Male,35, USA, No
28, Private,13, Prof-specialty, White, Male,40, USA, Yes
42, Private,10, Business, White, Female,40, Other, Yes
29, Self,12, Other-service, White, Male,60, USA, No
48, Private,9, Adm-clerical, White, Female,45, USA, No
40, Private,13, Farming-fishing, White, Male,40, USA, No
36, Private,10, Craft-repair, White, Male,40, USA, Yes
34, Private,13, Business, White, Male,60, USA, Yes
57, Self,2, Business, White, Male,35, Other, No
24, Private,5, Other-service, White, Male,40, Other, No
32, Private,5, Other-service, White, Female,23, Other, No
18, Self,9, Business, White, Male,48, ?, No
39, Private,9, Transport-moving, White, Male,56, USA, No
39, Private,7, Transport-moving, White, Male,40, USA, No
18, Private,7, Other-service, White, Female,12, USA, No
20, Private,10, Craft-repair, White, Male,40, USA, No
27, ?,5, ?, White, Female,40, USA, No
54, Private,6, Transport-moving, White, Male,40, USA, No
40, Self,9, Transport-moving, White, Male,75, USA, Yes
27, Private,10, Adm-clerical, White, Male,30, USA, No
27, Private,9, Machine-op-inspct, White, Female,40, USA, No
43, Government,13, Tech-support, White, Male,50, USA, No
22, Private,13, Business, White, Female,40, USA, No
17, Private,7, Business, White, Female,12, Other, No
37, Self,12, Business, White, Male,50, USA, Yes
49, Private,6, Business, Black, Male,99, USA, No
33, Private,11, Other-service, Black, Male,40, USA, No
21, Government,10, Business, White, Male,10, USA, No
45, Private,9, Craft-repair, White, Male,40, USA, No
33, Private,9, Handlers-cleaners, White, Male,40, USA, No
25, Private,13, Craft-repair, White, Male,60, USA, No
71, Private,9, Business, White, Male,36, USA, No
23, Government,13, Prof-specialty, White, Female,45, USA, No
41, Private,15, Prof-specialty, White, Male,80, USA, Yes
21, ?,6, ?, White, Female,30, USA, No
47, Private,9, Business, White, Female,20, Other, No
30, Private,13, Business, White, Male,65, USA, No
40, Private,10, Adm-clerical, White, Female,40, Other, No
44, Private,10, Business, White, Female,48, USA, No
50, Private,14, Prof-specialty, White, Male,40, USA, Yes
31, Government,9, Farming-fishing, White, Male,40, USA, No
68, Private,9, Protective-serv, White, Male,24, USA, No
45, Private,8, Adm-clerical, White, Male,50, USA, No
38, Private,13, Prof-specialty, White, Male,40, USA, No
78, Self,7, Business, White, Male,10, USA, No
31, Self,11, Farming-fishing, White, Male,55, USA, No
39, Private,9, Adm-clerical, White, Male,40, USA, No
36, Self,4, Machine-op-inspct, White, Male,45, USA, Yes
46, Government,14, Prof-specialty, White, Female,50, Other, No
30, Private,10, Adm-clerical, Other, Male,50, USA, Yes
34, Private,10, Business, White, Male,35, USA, No
30, Government,9, Adm-clerical, Black, Male,35, USA, No
47, Private,13, Business, Black, Male,40, USA, Yes
40, Private,10, Adm-clerical, White, Female,17, USA, Yes
62, ?,9, ?, White, Male,40, USA, No
44, Self,9, Business, Black, Male,70, Other, No
40, Private,9, Craft-repair, White, Female,40, Other, No
20, Private,10, Transport-moving, White, Male,40, USA, No
45, Private,13, Business, White, Male,40, USA, Yes
55, Private,13, Business, White, Male,42, USA, Yes
51, Private,9, Machine-op-inspct, White, Female,40, USA, No
38, Private,10, Handlers-cleaners, White, Male,40, USA, No
49, Government,14, Prof-specialty, White, Male,40, USA, Yes
49, Government,13, Business, White, Male,40, USA, Yes
30, Government,9, Other-service, White, Female,26, USA, No
20, Private,10, Business, White, Male,40, USA, No
34, Private,5, Farming-fishing, Black, Male,40, USA, No
42, Government,9, Transport-moving, White, Female,40, USA, No
46, Private,14, Business, White, Male,65, USA, Yes
43, Private,13, Prof-specialty, White, Female,40, USA, Yes
62, Private,9, Adm-clerical, White, Female,38, USA, No
21, Private,10, Machine-op-inspct, White, Female,70, USA, No
58, Government,2, Handlers-cleaners, Black, Male,40, USA, No
30, Private,13, Adm-clerical, White, Female,40, USA, No
37, Private,9, Craft-repair, White, Male,70, Other, No
22, Government,13, Tech-support, White, Female,40, USA, No
64, Government,5, Adm-clerical, White, Female,38, USA, No
42, Private,9, Transport-moving, White, Male,50, USA, Yes
43, Government,9, Craft-repair, White, Male,40, USA, No
34, Private,10, Adm-clerical, White, Female,40, USA, No
25, Private,9, Other-service, White, Female,6, USA, No
21, Private,10, Adm-clerical, White, Male,40, USA, No
45, Government,9, Adm-clerical, White, Male,40, USA, Yes
55, Self,12, Business, White, Male,55, USA, Yes
24, Private,9, Craft-repair, White, Male,50, USA, No
70, Self,10, Business, White, Male,35, USA, No
27, Government,13, Prof-specialty, White, Male,35, USA, No
34, Private,10, Craft-repair, White, Male,40, USA, No
57, Private,13, Transport-moving, White, Male,40, USA, No
37, Self,9, Business, White, Male,40, USA, No
52, Private,2, Business, White, Male,50, USA, Yes
32, Private,9, Craft-repair, White, Male,48, USA, No
42, Private,11, Craft-repair, White, Male,40, USA, No
24, Private,13, Machine-op-inspct, Black, Female,40, USA, No
50, Private,9, Handlers-cleaners, Black, Male,40, USA, No
36, Private,12, Craft-repair, White, Male,50, USA, No
42, Private,9, Machine-op-inspct, White, Male,40, USA, No
40, Private,9, Adm-clerical, White, Female,38, USA, No
39, Government,13, Adm-clerical, White, Male,45, USA, No
51, Private,13, Business, White, Male,60, ?, Yes
38, Government,13, Protective-serv, Black, Male,52, USA, No
18, Private,9, Other-service, White, Male,40, USA, No
63, Self,3, Business, White, Female,3, USA, No
50, Private,14, Business, White, Male,40, USA, Yes
82, Self,9, Craft-repair, White, Male,40, Other, No
33, Private,9, Handlers-cleaners, White, Male,45, USA, No
37, Private,10, Transport-moving, Other, Male,40, USA, No
24, Private,9, Transport-moving, White, Male,40, Other, No
31, Private,13, Business, White, Female,50, USA, No
59, Private,9, Machine-op-inspct, White, Female,40, USA, No
18, Private,8, Farming-fishing, White, Male,55, USA, No
47, Self,10, Business, White, Male,40, USA, No
48, Private,7, Farming-fishing, White, Male,50, USA, No
27, Private,13, Prof-specialty, Other, Female,33, USA, No
34, Private,7, Other-service, Other, Male,40, Other, No
50, Private,11, Protective-serv, White, Male,84, USA, No
57, Self,10, Farming-fishing, White, Male,75, USA, No
60, Private,9, Protective-serv, White, Male,40, USA, No
39, Private,9, Adm-clerical, White, Male,40, USA, Yes
56, ?,10, ?, White, Female,50, USA, Yes
18, Private,9, Business, White, Female,25, USA, No
26, Private,12, Prof-specialty, White, Female,75, USA, No
37, Private,10, Business, White, Female,40, USA, Yes
20, Private,9, Business, White, Female,30, USA, No
29, Government,14, Prof-specialty, White, Male,45, USA, No
30, Private,9, Transport-moving, White, Male,52, USA, No
21, Private,10, Other-service, White, Male,15, USA, No
24, Government,10, Protective-serv, White, Female,40, USA, No
51, Private,9, Machine-op-inspct, White, Male,40, USA, No
31, Private,9, Adm-clerical, White, Female,40, USA, No
45, Private,13, Prof-specialty, White, Male,40, USA, Yes
36, Government,10, Craft-repair, White, Male,40, USA, No
29, Private,13, Prof-specialty, White, Female,72, USA, No
20, Private,9, Business, White, Female,35, USA, No
46, Private,10, Adm-clerical, White, Female,60, USA, No
44, Private,9, Transport-moving, White, Male,45, USA, No
39, Private,9, Business, White, Female,38, USA, No
39, Private,13, Business, White, Male,55, USA, No
45, Private,9, Machine-op-inspct, White, Male,44, USA, Yes
28, Private,10, Business, White, Male,55, USA, No
44, Private,10, Adm-clerical, White, Female,35, USA, No
48, Government,9, Business, Black, Male,38, USA, Yes
27, Private,9, Adm-clerical, White, Female,70, USA, No
34, Self,9, Business, White, Male,40, USA, No
35, Private,9, Craft-repair, White, Male,40, USA, No
28, Government,9, Craft-repair, White, Male,40, USA, No
25, Private,15, Prof-specialty, White, Female,30, USA, No
21, Private,10, Business, Black, Female,20, USA, No
18, Private,7, Other-service, White, Male,15, USA, No
63, Self,4, Farming-fishing, White, Female,10, USA, No
18, Private,7, Business, Black, Female,8, USA, No
32, Private,9, Craft-repair, White, Male,40, USA, No
25, ?,7, ?, White, Female,40, USA, No
19, Private,7, Transport-moving, White, Male,20, USA, No
23, Private,10, Transport-moving, White, Male,60, USA, No
38, Private,14, Business, Other, Male,40, ?, No
36, Private,14, Prof-specialty, White, Male,60, USA, Yes
43, Private,9, Other-service, Black, Female,35, USA, No
45, Private,13, Business, White, Male,40, Other, Yes
30, Private,9, Craft-repair, Other, Male,40, Other, No
46, Private,9, Craft-repair, Black, Male,40, USA, No
24, Government,10, Adm-clerical, Black, Female,25, USA, No
42, Private,10, Business, White, Female,40, USA, Yes
23, Private,10, Business, White, Female,40, USA, No
27, Private,9, Adm-clerical, White, Male,50, USA, No
48, Private,10, Handlers-cleaners, White, Male,40, USA, No
31, Self,9, Craft-repair, White, Male,44, USA, No
31, Private,2, Other-service, White, Female,25, Other, No
18, Private,8, Business, White, Female,25, USA, No
36, Private,9, Business, White, Female,40, USA, No
